date,platform,q_num,q_text,title,domain,url,position,target,source_type,grade,quality,in_source,origin
20260624,豆包,问题1,推荐好的ITIL讲师,minjiekaifa.com,minjiekaifa.com,https://www.minjiekaifa.com/agilecoaches/the-lecturer-of-devops-liutong-172.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,Kimi,问题1,推荐好的ITIL讲师,你们找IT部门解决问题，最大的槽点是什么？找不到人？响应慢？问题反复？,mp.weixin.qq.com,https://mp.weixin.qq.com/s?__biz=MjM5NTE3MjcwMw==&mid=2649825027&idx=1&sn=563c66cea7e305b9d9783062b7e8e9f9,原始回答链接/引用面板,艾威培训/艾威老师,,A,其他来源,,markdown_table
20260627,千问,问题2,推荐好的ITIL培训机构,技术学习资源大盘点：在线课程与学习平台推荐,mp.weixin.qq.com,,追加追问,Udemy,背景资料,B,其他来源,在源中可见,markdown_table
20260701,腾讯元宝,问题1,推荐好的ITIL讲师,王旭老师简介——国内IT培训金牌讲师（ITIL/ITSM/项目管理）,mp.weixin.qq.com,http://mp.weixin.qq.com/s?__biz=Mzg5NjY2MTc3NA==&mid=2247491170&idx=7&sn=348613bdca1925a0d105aa6327080586&chksm=c132c973fa3cdb2b01b9a2dbb209c7824ef3f233ad6fa69b01eaeb91c7948ee8c548e9edae0e#rd,追加追问,王旭,讲师推荐佐证,A,其他来源,在源中可见,markdown_table
20260626,豆包,问题2,推荐好的ITIL培训机构,mypm.net,mypm.net,https://mypm.net,json.followup_response.links,,,A,其他来源,,json_link
20260626,豆包,问题2,推荐好的ITIL培训机构,http://www.mypm.net/certification/prince2/apmg/,mypm.net,http://www.mypm.net/certification/prince2/apmg/,json.followup_response.links,,,A,其他来源,,json_link
20260624,豆包,问题2,推荐好的ITIL培训机构,njwhjy.cn,njwhjy.cn,http://m.njwhjy.cn/,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,DeepSeek,问题2,推荐好的ITIL培训机构,在线企业架构培训,nobleprog.cn,https://www.nobleprog.cn/qiyejiagou/peixun/online,追加追问第 1 轮,诺波 (Nobleprog),,A,其他来源,,markdown_table
20260624,DeepSeek,问题2,推荐好的ITIL培训机构,广州企业架构培训,nobleprog.cn,https://www.nobleprog.cn/qiyejiagou/peixun/guangzhou,追加追问第 1 轮,诺波 (Nobleprog),,A,其他来源,,markdown_table
20260701,DeepSeek,问题2,推荐好的ITIL培训机构,中关村ITIL培训,nobleprog.cn,https://www.nobleprog.cn/itil/peixun/zhongguancun,原始回答脚注,诺波,机构推荐佐证,A,其他来源,在源中可见,markdown_table
20260701,DeepSeek,问题2,推荐好的ITIL培训机构,深圳ITIL培训,nobleprog.cn,https://www.nobleprog.cn/itil/peixun/shenzhen,原始回答脚注,诺波,机构推荐佐证,A,其他来源,在源中可见,markdown_table
20260701,DeepSeek,问题2,推荐好的ITIL培训机构,深圳企业架构培训,nobleprog.cn,https://www.nobleprog.cn/qiyejiagou/peixun/shenzhen,原始回答脚注,诺波,背景资料,A,其他来源,在源中可见,markdown_table
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,王旭(IT项目管理),nthu.cn,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260701,豆包,问题1,推荐好的ITIL讲师,Stuart Rance 个人官网简介,optimalservicemanagement.com,https://www.optimalservicemanagement.com,追加追问,Stuart Rance,讲师推荐佐证,A,其他来源,在源中可见,markdown_table
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,ITIL in practice through a step-by-step approach with tools and patterns that drive real-world transformation and deliver results. Learn more PRINCE2...,peoplecert,,json.response.source_blocks,,,B,官方/认证体系,,json_source_block
20260624,DeepSeek,问题2,推荐好的ITIL培训机构,PeopleCert ITIL Brochure,peoplecert.org,https://www.peoplecert.org/-/media/peoplecert/images/landing-pages/pink23/itil4-brochure.pdf,追加追问第 1 轮,PeopleCert官方认证机构地位,,A,官方/认证体系,,markdown_table
20260624,豆包,问题1,推荐好的ITIL讲师,peoplecert.org,peoplecert.org,https://peoplecert.org/ways-to-get-certified/online?families=1EC215A4E87C4FDFADD32D4CBAF356F0&product=EA32C3FBBB994EDA8958FBE7B89E2BB5,正文/原始回答可见 URL,,,A,官方/认证体系,,markdown_inline_url
20260624,豆包,问题1,推荐好的ITIL讲师,peoplecert.org,peoplecert.org,https://www.peoplecert.org/Mastering-ITSM-AI-Solutions,正文/原始回答可见 URL,,,A,官方/认证体系,,markdown_inline_url
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,Peoplecert,peoplecert.org,,json.response.source_blocks,,,B,官方/认证体系,,json_source_block
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,peoplecert.org,peoplecert.org,,json.response.source_blocks,,,B,官方/认证体系,,json_source_block
20260627,豆包,问题2,推荐好的ITIL培训机构,peoplecert.org,peoplecert.org,https://peoplecert.org,json.followup_response.links,,,A,官方/认证体系,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,https://www.peoplecert.org/ways-to-get-certified/ato/1-world-training-574793,peoplecert.org,https://www.peoplecert.org/ways-to-get-certified/ato/1-world-training-574793,json.followup_response.links,,,A,官方/认证体系,,json_link
20260701,腾讯元宝,问题2,推荐好的ITIL培训机构,PeopleCert Find a Training Provider,peoplecert.org,https://www.peoplecert.org/find-an-accredited-training-organization,追加追问,ATO 授权核验背景,授权/认证背书,A,官方/认证体系,背景核验入口，不是具体机构推荐来源,markdown_table
20260624,豆包,问题2,推荐好的ITIL培训机构,pmichina.org,pmichina.org,https://pmichina.org/bj/6000.jhtml,正文/原始回答可见 URL,,,A,官方/认证体系,,markdown_inline_url
20260626,豆包,问题2,推荐好的ITIL培训机构,https://pmsalon.huodongxing.com/,pmsalon.huodongxing.com,https://pmsalon.huodongxing.com/,json.followup_response.links,,,A,其他来源,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,https://pmsalon.huodongxing.com/,pmsalon.huodongxing.com,https://pmsalon.huodongxing.com/,json.followup_response.links,,,A,其他来源,,json_link
20260624,豆包,问题2,推荐好的ITIL培训机构,px.gooann.com,px.gooann.com,https://px.gooann.com/Uploads/File/2022-11-24/637f1d4e8e445.pdf,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,豆包,问题2,推荐好的ITIL培训机构,px.gooann.com,px.gooann.com,https://px.gooann.com/index.php?c=Index&a=lists&catid=19,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,豆包,问题1,推荐好的ITIL讲师,qg68.cn,qg68.cn,https://qg68.cn/expert/introduction/wangxu_36185.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,豆包,问题1,推荐好的ITIL讲师,qhclass.com,qhclass.com,https://www.qhclass.com/article/424,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260627,豆包,问题2,推荐好的ITIL培训机构,qhclass.com,qhclass.com,https://qhclass.com,json.followup_response.links,,,A,其他来源,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,https://www.qhclass.com/article/328,qhclass.com,https://www.qhclass.com/article/328,json.followup_response.links,,,A,其他来源,,json_link
20260624,Kimi,问题2,推荐好的ITIL培训机构,全国ITIL高级认证考试培训机构综合排名一览-IT认证培训机构,qianxuew.com,https://qianxuew.com/xuexiaodongtai-2208/14953.html,引用面板,培训机构清单,,A,强断言相关来源,,markdown_table
20260626,Kimi,问题2,推荐好的ITIL培训机构,qianxuew.com,qianxuew.com,https://www.qianxuew.com/xuexiaodongtai-2208/14953.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260627,Kimi,问题2,推荐好的ITIL培训机构,qianxuew.com,qianxuew.com,https://www.qianxuew.com/xuexiaodongtai-2208/14953.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,Kimi,问题1,推荐好的ITIL讲师,深圳讲师培训机构排名_深圳讲师培训机构哪家好_勤学教育,qinxue365.com,https://qinxue365.com/jg/top_shenzhen_jiangshipeixun/,原始回答链接/引用面板,SITC培训中心,,A,强断言相关来源,,markdown_table
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,you soon. Review for Radu - ITIL Foundation Training 25.09.2025 From Boyan Daskalov (SAP) I recently attended a 2-day online ITIL Foundation training...,radu gheorghiu,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260624,豆包,问题1,推荐好的ITIL讲师,sanjieke.cn,sanjieke.cn,https://www.sanjieke.cn/course/detail/sjk/8006082,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,智谱清言,问题2,推荐好的ITIL培训机构,页面仅暴露域名，未暴露标题,segmentfault.com,,原始回答正文脚注/来源标记,深圳艾拓先锋,,B,问答/论坛/博客,,markdown_table
20260626,智谱清言,问题2,推荐好的ITIL培训机构,页面仅暴露域名，未暴露标题,segmentfault.com,,原始回答正文脚注/来源标记,深圳艾拓先锋,第三方口碑/背景,B,问答/论坛/博客,在源中可见,markdown_table
20260626,智谱清言,问题2,推荐好的ITIL培训机构,深圳艾拓先锋,segmentfault.com,https://segmentfault.com/,json.response.links,,,A,问答/论坛/博客,,json_link
20260626,智谱清言,问题2,推荐好的ITIL培训机构,segmentfault.com,segmentfault.com,,json.response.source_blocks,,,B,问答/论坛/博客,,json_source_block
20260624,Kimi,问题1,推荐好的ITIL讲师,上海ITIL® 4 Foundation认证培训,shsitc.com,https://www.shsitc.com/ITIL4/,追加追问第1轮,SITC培训中心,,A,其他来源,,markdown_table
20260624,豆包,问题1,推荐好的ITIL讲师,shxinxuan.cn,shxinxuan.cn,https://www.shxinxuan.cn/news/xinxuanxinwen/29035.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,豆包,问题1,推荐好的ITIL讲师,shxinxuan.cn,shxinxuan.cn,https://www.shxinxuan.cn/qiyepeixun,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260626,豆包,问题2,推荐好的ITIL培训机构,shxinxuan.cn,shxinxuan.cn,https://shxinxuan.cn,json.followup_response.links,,,A,其他来源,,json_link
20260626,豆包,问题2,推荐好的ITIL培训机构,https://www.shxinxuan.cn/contact-us,shxinxuan.cn,https://www.shxinxuan.cn/contact-us,json.followup_response.links,,,A,其他来源,,json_link
20260626,豆包,问题2,推荐好的ITIL培训机构,https://www.shxinxuan.cn/qiyepeixun/jiangshituandui,shxinxuan.cn,https://www.shxinxuan.cn/qiyepeixun/jiangshituandui,json.followup_response.links,,,A,其他来源,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,shxinxuan.cn,shxinxuan.cn,https://shxinxuan.cn,json.followup_response.links,,,A,其他来源,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,https://www.shxinxuan.cn/contact-us,shxinxuan.cn,https://www.shxinxuan.cn/contact-us,json.followup_response.links,,,A,其他来源,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,https://www.shxinxuan.cn/itil/itil-expert,shxinxuan.cn,https://www.shxinxuan.cn/itil/itil-expert,json.followup_response.links,,,A,其他来源,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,https://www.shxinxuan.cn/itil,shxinxuan.cn,https://www.shxinxuan.cn/itil,json.followup_response.links,,,A,其他来源,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,https://www.shxinxuan.cn,shxinxuan.cn,https://www.shxinxuan.cn,json.followup_response.links,,,A,其他来源,,json_link
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,官方授权的ITIL4培训及认证机构,skytraining.cn,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,skytraining.cn,skytraining.cn,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260701,DeepSeek,问题1,推荐好的ITIL讲师,搜狗百科词条,sogou.com,,追加追问,隋继周,第三方口碑/背景,B,百科/搜索生态,在源中可见,markdown_table
20260624,智谱清言,问题1,推荐好的ITIL讲师,页面仅暴露域名，未暴露标题,sohu.com,,原始回答正文脚注/来源标记,长河,,B,媒体文章,,markdown_table
20260624,智谱清言,问题2,推荐好的ITIL培训机构,页面仅暴露域名，未暴露标题,sohu.com,,原始回答正文脚注/来源标记,艾威、深圳艾拓先锋,,B,媒体文章,,markdown_table
20260626,智谱清言,问题1,推荐好的ITIL讲师,1,sohu.com,,json.response.source_blocks,,,B,媒体文章,,json_source_block
20260626,智谱清言,问题1,推荐好的ITIL讲师,sohu.com,sohu.com,,json.response.source_blocks,,,B,媒体文章,,json_source_block
20260626,智谱清言,问题2,推荐好的ITIL培训机构,页面仅暴露域名，未暴露标题,sohu.com,,原始回答正文脚注/来源标记,艾威、深圳艾拓先锋,第三方口碑/背景,B,媒体文章,在源中可见,markdown_table
20260626,智谱清言,问题2,推荐好的ITIL培训机构,艾威/深圳艾拓先锋,sohu.com,https://www.sohu.com/,json.response.links,,,A,媒体文章,,json_link
20260626,智谱清言,问题2,推荐好的ITIL培训机构,sohu.com,sohu.com,,json.response.source_blocks,,,B,媒体文章,,json_source_block
20260627,千问,问题1,推荐好的ITIL讲师,ITIL认证：喜讯！长河老师被PeopleCert评定为中国区首位“ITIL宣传大使”！,sohu.com,,追加追问,长河老师（仅追加来源出现，正文未推荐）,第三方口碑/背景,B,媒体文章,在源中可见,markdown_table
20260627,豆包,问题2,推荐好的ITIL培训机构,sohu.com,sohu.com,https://sohu.com,json.followup_response.links,,,A,媒体文章,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,https://m.sohu.com/a/1010388488_122549283/,sohu.com,https://m.sohu.com/a/1010388488_122549283/,json.followup_response.links,,,A,媒体文章,,json_link
20260627,智谱清言,问题1,推荐好的ITIL讲师,sohu.com +1,sohu.com,,原始回答直接可见,长河/曹坤良、艾拓先锋；艾威吴老师,讲师推荐佐证 / 第三方口碑背景,B,媒体文章,在源中可见,markdown_table
20260627,智谱清言,问题2,推荐好的ITIL培训机构,sohu.com +1,sohu.com,,原始回答直接可见,艾威培训、艾拓先锋/ITIL先锋论坛、讲师荣誉,机构推荐佐证,B,媒体文章,在源中可见,markdown_table
20260701,智谱清言,问题1,推荐好的ITIL讲师,原始回答域名片段：sohu.com +1,sohu.com,,原始回答直接可见,长河（曹坤良）,讲师推荐佐证,B,媒体文章,在源中可见,markdown_table
20260701,豆包,问题1,推荐好的ITIL讲师,讲堂回放：292 期 长河《iTop 开源软件中的 ITIL 思想剖析》,sre.itilxf.com,https://sre.itilxf.com/thread-363678-1-1.html,追加追问,长河（曹坤良）,讲师推荐佐证,A,自有/核心阵地,在源中可见,markdown_table
20260624,豆包,问题1,推荐好的ITIL讲师,srenow.cn,srenow.cn,https://www.srenow.cn/,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,豆包,问题1,推荐好的ITIL讲师,sretraining.cn,sretraining.cn,https://www.sretraining.cn/newsdetail_777775.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,豆包,问题1,推荐好的ITIL讲师,sretraining.cn,sretraining.cn,https://www.sretraining.cn/newsdetail_829381.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,喜报丨恭贺雅菲奥朗刘峰老师荣获PeopleCert“ITIL和SRE官方大使”及“杰出授课讲师”殊荣,sretraining.cn,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260701,豆包,问题1,推荐好的ITIL讲师,喜报丨恭贺雅菲奥朗刘峰老师荣获 PeopleCert “ITIL 和 SRE 官方大使”及“杰出授课讲师”殊荣,sretraining.cn,https://www.sretraining.cn/newsdetail_837013.html,追加追问,刘峰,讲师推荐佐证,A,强断言相关来源,在源中可见,markdown_table
20260627,Kimi,问题1,推荐好的ITIL讲师,stpxw.com,stpxw.com,http://www.stpxw.com/kecheng/no8446kc.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,梁育刚(Frank Liang),superitcs.com,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,豆包,问题2,推荐好的ITIL培训机构,t.shxinxuan.cn,t.shxinxuan.cn,https://t.shxinxuan.cn,json.followup_response.links,,,A,其他来源,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,http://t.shxinxuan.cn/,t.shxinxuan.cn,http://t.shxinxuan.cn/,json.followup_response.links,,,A,其他来源,,json_link
20260627,千问,问题1,推荐好的ITIL讲师,刘通_IT架构及运维管理专家_淘课网,taoke.com,,追加追问,刘通（追加来源提及，正文未推荐）,讲师推荐佐证/追加实体,B,其他来源,在源中可见,markdown_table
20260627,千问,问题1,推荐好的ITIL讲师,大宁_企业数字化转型培训讲师_淘课网,taoke.com,,追加追问,大宁,讲师推荐佐证,B,其他来源,在源中可见,markdown_table
20260701,豆包,问题1,推荐好的ITIL讲师,刘通老师 - IT 架构及运维管理专家,taoke.com,https://m.taoke.com/trainer/1130028.htm,追加追问,刘通,讲师推荐佐证,A,其他来源,在源中可见,markdown_table
20260624,豆包,问题1,推荐好的ITIL讲师,thpx.cn,thpx.cn,https://www.thpx.cn/xiangmuguanli/3983.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,IT Certification Boot Camp Courses Master IT Certifications Fast – Training Camp,trainingcamp.com,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,trainingcamp.com,trainingcamp.com,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260624,豆包,问题1,推荐好的ITIL讲师,tsinghui.com,tsinghui.com,https://www.tsinghui.com/lecturer/162.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260627,千问,问题2,推荐好的ITIL培训机构,上海清晖_清晖项目管理_清晖培训_清晖在线-清晖项目管理培训,tsinghui.com,https://www.tsinghui.com,追加追问,清晖项目管理培训,机构推荐佐证,A,其他来源,在源中可见,markdown_table
20260627,豆包,问题2,推荐好的ITIL培训机构,tsinghui.com,tsinghui.com,https://tsinghui.com,json.followup_response.links,,,A,其他来源,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,https://www.tsinghui.com/honor/index4.html,tsinghui.com,https://www.tsinghui.com/honor/index4.html,json.followup_response.links,,,A,其他来源,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,https://www.tsinghui.com/about/index.html,tsinghui.com,https://www.tsinghui.com/about/index.html,json.followup_response.links,,,A,其他来源,,json_link
20260701,豆包,问题2,推荐好的ITIL培训机构,清晖 ITIL® 培训 - 清晖项目管理培训,tsinghui.com,https://www.tsinghui.com/itil/index.html,追加追问,清晖项目管理,机构推荐佐证,A,其他来源,在源中可见,markdown_table
20260624,DeepSeek,问题2,推荐好的ITIL培训机构,清华大学出版社--图书目录,tup.com.cn,http://tup.com.cn/booksCenter/bookcatalog?id=02045902,追加追问第 1 轮,惠普IT管理学院（佐证培训体系）,,A,其他来源,,markdown_table
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,“ITIL 4 管理专业人员”热门在线课程 - 更新于 2026 年 May 月,udemy.com,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,udemy.com,udemy.com,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260701,Kimi,问题1,推荐好的ITIL讲师,Andrei Gheorghiu Udemy 讲师页,udemy.com,https://www.udemy.com/user/andrei-gheorghiu-10/?srsltid=AfmBOoq1sXt_PG1LL2-x3g6416Lh05G8ADhMI09Kml_sDo88SVkIR3AW,原始回答 DOM 链接,Andrei Gheorghiu,讲师推荐佐证,A,其他来源,在源中可见,markdown_table
20260624,豆包,问题2,推荐好的ITIL培训机构,wanho.net,wanho.net,https://wanho.net/page/index/id/3,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,豆包,问题2,推荐好的ITIL培训机构,wanho.net,wanho.net,https://www.wanho.net/about.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,DeepSeek,问题2,推荐好的ITIL培训机构,惠普IT管理学院,wapbaike.baidu.com,https://wapbaike.baidu.com/item/惠普IT管理学院/5878152,追加追问第 1 轮,惠普IT管理学院,,A,百科/搜索生态,,markdown_table
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,ITIL Foundation (Version 5) course and guidance codifies something that service management professionals have made clear they wanted.01/06/2026 Insigh...,welcome to itil,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260624,智谱清言,问题1,推荐好的ITIL讲师,页面仅暴露域名，未暴露标题,wendoc.com,,原始回答正文脚注/来源标记,商宏图、艾拓先锋,,B,其他来源,,markdown_table
20260624,Kimi,问题2,推荐好的ITIL培训机构,ITIL认证培训哪家好，选择交大慧谷更为靠谱,withubmba.cn,https://withubmba.cn/news/1005.html,原始回答链接/引用面板,交大慧谷,,A,其他来源,,markdown_table
20260624,Kimi,问题2,推荐好的ITIL培训机构,ITIL有何好处？IT从业人员该如何获取ITIL认证？,withubmba.cn,https://withubmba.cn/news/467.html,引用面板,交大慧谷/ITIL认证背景,,A,其他来源,,markdown_table
20260626,Kimi,问题2,推荐好的ITIL培训机构,withubmba.cn,withubmba.cn,https://www.withubmba.cn/news/1005.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260627,Kimi,问题2,推荐好的ITIL培训机构,withubmba.cn,withubmba.cn,https://www.withubmba.cn/news/1005.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260627,千问,问题2,推荐好的ITIL培训机构,项目管理培训网址有哪些 • Worktile社区,worktile.com,,追加追问,Simplilearn,目录/背景资料,B,其他来源,在源中可见,markdown_table
20260627,千问,问题2,推荐好的ITIL培训机构,it项目管理培训机构有哪些 • Worktile社区,worktile.com,,追加追问,Simplilearn,目录/背景资料,B,其他来源,在源中可见,markdown_table
20260627,千问,问题2,推荐好的ITIL培训机构,项目管理pmp培训机构有哪些 • Worktile社区,worktile.com,,追加追问,Simplilearn,目录/背景资料,B,其他来源,在源中可见,markdown_table
20260627,千问,问题2,推荐好的ITIL培训机构,高级项目管理师培训机构推荐哪个 • Worktile社区,worktile.com,,追加追问,Simplilearn,目录/背景资料,B,其他来源,在源中可见,markdown_table
20260624,豆包,问题1,推荐好的ITIL讲师,xie.infoq.cn,xie.infoq.cn,https://xie.infoq.cn/article/1b82e83b41f31b06e860b9f57,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,豆包,问题2,推荐好的ITIL培训机构,xie.infoq.cn,xie.infoq.cn,https://xie.infoq.cn/article/fba38ad58ca856e4fee51f9ae,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,豆包,问题1,推荐好的ITIL讲师,xuemanfen.cn,xuemanfen.cn,https://m.xuemanfen.cn/school/bj/7784/teacher_51801.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,Kimi,问题2,推荐好的ITIL培训机构,深圳哪家ITIL认证培训学校不错？-有考网,yongkao.com,https://yongkao.com/it/ITIL/63041.html,原始回答链接/引用面板,东方瑞通,,A,其他来源,,markdown_table
20260624,Kimi,问题2,推荐好的ITIL培训机构,成都ITIL认证课程哪家口碑好?,yongkao.com,https://m.yongkao.com/it/ITIL/62800.html,引用面板,注意事项/机构背景,,A,其他来源,,markdown_table
20260626,Kimi,问题2,推荐好的ITIL培训机构,yongkao.com,yongkao.com,https://m.yongkao.com/it/ITIL/62800.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260626,Kimi,问题2,推荐好的ITIL培训机构,yongkao.com,yongkao.com,https://www.yongkao.com/it/ITIL/63041.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260627,Kimi,问题2,推荐好的ITIL培训机构,yongkao.com,yongkao.com,https://m.yongkao.com/it/ITIL/62800.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260627,Kimi,问题2,推荐好的ITIL培训机构,yongkao.com,yongkao.com,https://m.yongkao.com/it/ITIL/63168.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260627,Kimi,问题2,推荐好的ITIL培训机构,yongkao.com,yongkao.com,https://www.yongkao.com/it/ITIL/63041.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,豆包,问题1,推荐好的ITIL讲师,zhaopin.com,zhaopin.com,https://m.zhaopin.com/company/CZ203761280.htm,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260627,智谱清言,问题1,推荐好的ITIL讲师,zhaopin.com,zhaopin.com,,原始回答直接可见,授权资质提醒,背景资料,B,强断言相关来源,在源中可见,markdown_table
20260701,智谱清言,问题2,推荐好的ITIL培训机构,原始回答域名片段：zhaopin.com,zhaopin.com,,原始回答直接可见,北京思科源,第三方口碑/背景,B,其他来源,在源中可见,markdown_table
20260624,DeepSeek,问题2,推荐好的ITIL培训机构,不是所有机构都有！艾威 ITIL®5 ATO 授权获批了,zhihu.com,https://www.zhihu.com/pin/2013215065331999749,追加追问第 1 轮,艾威 (Avtech),,A,问答/论坛/博客,,markdown_table
20260624,智谱清言,问题1,推荐好的ITIL讲师,页面仅暴露域名，未暴露标题,zhihu.com,,原始回答正文脚注/来源标记,邹国栋、艾威、口碑/机构选择,,B,问答/论坛/博客,,markdown_table
20260624,智谱清言,问题2,推荐好的ITIL培训机构,页面仅暴露域名，未暴露标题,zhihu.com,,原始回答正文脚注/来源标记,艾威、中培IT学院、东方瑞通、清晖、51CTO,,B,问答/论坛/博客,,markdown_table
20260626,智谱清言,问题2,推荐好的ITIL培训机构,页面仅暴露域名，未暴露标题,zhihu.com,,原始回答正文脚注/来源标记,艾威、中培IT学院、东方瑞通、清晖、51CTO,第三方口碑/背景,B,问答/论坛/博客,在源中可见,markdown_table
20260626,智谱清言,问题2,推荐好的ITIL培训机构,艾威/中培/东方瑞通/清晖/51CTO,zhihu.com,https://www.zhihu.com/,json.response.links,,,A,问答/论坛/博客,,json_link
20260626,智谱清言,问题2,推荐好的ITIL培训机构,zhihu.com,zhihu.com,,json.response.source_blocks,,,B,问答/论坛/博客,,json_source_block
20260627,智谱清言,问题1,推荐好的ITIL讲师,zhihu.com +1,zhihu.com,,原始回答直接可见,邹国栋、徐鹏,讲师推荐佐证 / 第三方口碑背景,B,问答/论坛/博客,在源中可见,markdown_table
20260627,智谱清言,问题2,推荐好的ITIL培训机构,zhihu.com +2,zhihu.com,,原始回答直接可见,总体机构推荐、中培伟业、东方瑞通、企业团训,机构推荐佐证 / 第三方口碑背景,B,问答/论坛/博客,在源中可见,markdown_table
20260701,智谱清言,问题1,推荐好的ITIL讲师,原始回答域名片段：zhihu.com +1,zhihu.com,,原始回答直接可见,邹国栋,讲师推荐佐证,B,问答/论坛/博客,在源中可见,markdown_table
20260701,智谱清言,问题1,推荐好的ITIL讲师,原始回答域名片段：zhihu.com,zhihu.com,,原始回答直接可见,徐鹏,第三方口碑/背景,B,问答/论坛/博客,在源中可见,markdown_table
20260701,智谱清言,问题2,推荐好的ITIL培训机构,原始回答域名片段：zhihu.com,zhihu.com,,原始回答直接可见,PeopleCert/ATO核验、SITC、中培,授权/认证背书,B,问答/论坛/博客,在源中可见,markdown_table
20260627,Kimi,问题2,推荐好的ITIL培训机构,https://www.zhongpei.com/ITIL,zhongpei.com,https://www.zhongpei.com/ITIL,json.followup_response.links,,,A,其他来源,,json_link
20260627,千问,问题1,推荐好的ITIL讲师,商老师_讲师团队-中培伟业官网,zhongpei.com,,追加追问,商老师（追加来源提及，正文未推荐）,讲师推荐佐证/追加实体,B,其他来源,在源中可见,markdown_table
